"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","coordinatePrecision","stateProvince","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country","identifier","eventID","associatedReferences","datasetName","locality","county","collectionCode","gbifID","occurrenceID","recordedBy","catalogNumber","vernacularName","institutionCode","occurrenceRemarks","name","modified","dateIdentified","coordinateUncertaintyInMeters","references","rightsHolder","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","informationWithheld","infraspecificEpithet","elevation","elevationAccuracy","municipality","fieldNotes","sex","dynamicProperties","occurrenceStatus","locationID","behavior","locationAccordingTo","identifiedBy","continent","nomenclaturalCode","identificationVerificationStatus","language","type","samplingProtocol","datasetID","accessRights","taxonConceptID","endDayOfYear","startDayOfYear","higherClassification","lifeStage","originalNameUsage","habitat","footprintWKT","http...unknown.org.recordedByOrcid","institutionID","ownerInstitutionCode","depth","depthAccuracy","waterBody","nameAccordingTo","georeferenceSources","higherGeography","eventRemarks","reproductiveCondition","organismQuantity","georeferenceRemarks","organismQuantityType","acceptedNameUsageID","X.1f2c0cbe.40df.43f6.ba07.e76133e78c31.","preparations","georeferencedDate","georeferencedBy","georeferenceProtocol","georeferenceVerificationStatus","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","locationRemarks","establishmentMeans","dataGeneralizations","identificationRemarks","recordNumber","taxonRemarks","collectionID","disposition","bibliographicCitation"
"566",566,566,566,566,566,566,566,566,2247170258,"Sciurus vulgaris Linnaeus, 1758",55.665747,13.562746,"gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:39:47.436+0000","2019-05-30T02:18:06.451+0000",189,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",NA,NA,2019,1,6,"2019-01-06T00:00:00","2019-05-30T02:22:18.330+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75627270",NA,NA,NA,"Vombs fure","Skåne","Artportalen",2247170258,"urn:lsid:artportalen.se:Sighting:75627270","Inger Svensson","118672570","ekorre","ArtDatabanken",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-08T20:00:22.000+0000",NA,50,NA,"Inger Svensson",NA,NA,"urn:lsid:dyntaxa.se:Taxon:102606",NA,NA,"00:00:00 - 00:00:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Lund",NA,NA,NA,"Present",NA,"foraging",NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:102606",6,6,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Euarchontoglires;Rodentia;Sciuromorpha;Sciuridae;Sciurinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",567,567,567,567,567,567,567,567,2247171176,"Vulpes vulpes (Linnaeus, 1758)",58.750236,16.12016,"cdround,gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:39:47.932+0000","2019-05-30T02:18:06.726+0000",189,"none","HUMAN_OBSERVATION",1,5219243,1,44,359,732,9701,5219234,5219243,5219243,"Vulpes vulpes (Linnaeus, 1758)","Animalia","Chordata","Carnivora","Canidae","Vulpes","Vulpes vulpes","Vulpes","vulpes","SPECIES","ACCEPTED",NA,NA,2019,1,8,"2019-01-08T19:00:00","2019-05-30T02:22:18.426+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75628236",NA,NA,NA,"Rodga Lövdalen","Östergötland","Artportalen",2247171176,"urn:lsid:artportalen.se:Sighting:75628236","Maria Ivkov","118673517","rödräv","ArtDatabanken",NA,"Vulpes vulpes (Linnaeus, 1758)","2019-01-08T22:17:05.000+0000",NA,125,NA,"Maria Ivkov",NA,NA,"urn:lsid:dyntaxa.se:Taxon:206026",NA,NA,"19:00:00 - 19:00:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Norrköping",NA,NA,NA,"Present",NA,"fresh trace",NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:206026",8,8,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Canidae",NA,"Canis vulpes Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",568,568,568,568,568,568,568,568,2247181903,"Sciurus vulgaris Linnaeus, 1758",63.815772,20.344452,"gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:39:50.502+0000","2019-05-30T02:18:12.008+0000",189,"none","HUMAN_OBSERVATION",4,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",NA,NA,2019,1,8,"2019-01-08T10:00:00","2019-05-30T02:22:27.274+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75640171",NA,NA,NA,"Nydalasjön","Västerbotten","Artportalen",2247181903,"urn:lsid:artportalen.se:Sighting:75640171","Gunnar Ekenberg","118676161","ekorre","ArtDatabanken",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-09T20:48:32.000+0000",NA,150,NA,"Gunnar Ekenberg",NA,NA,"urn:lsid:dyntaxa.se:Taxon:102606",NA,NA,"10:00:00 - 10:00:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Umeå",NA,NA,NA,"Present",NA,"foraging",NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:102606",8,8,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Euarchontoglires;Rodentia;Sciuromorpha;Sciuridae;Sciurinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",569,569,569,569,569,569,569,569,2247139539,"Vulpes vulpes (Linnaeus, 1758)",59.515403,18.063512,"cdround,gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:39:39.302+0000","2019-05-30T02:17:37.043+0000",189,"none","HUMAN_OBSERVATION",1,5219243,1,44,359,732,9701,5219234,5219243,5219243,"Vulpes vulpes (Linnaeus, 1758)","Animalia","Chordata","Carnivora","Canidae","Vulpes","Vulpes vulpes","Vulpes","vulpes","SPECIES","ACCEPTED",NA,NA,2019,1,6,"2019-01-06T07:50:00","2019-05-30T02:21:41.689+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75592725",NA,NA,NA,"Västra Bällsta","Uppland","Artportalen",2247139539,"urn:lsid:artportalen.se:Sighting:75592725","Ulric Ilvéus","118632923","rödräv","ArtDatabanken",NA,"Vulpes vulpes (Linnaeus, 1758)","2019-01-06T19:13:32.000+0000",NA,500,NA,"Ulric Ilvéus",NA,NA,"urn:lsid:dyntaxa.se:Taxon:206026",NA,NA,"07:50:00 - 07:50:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Vallentuna",NA,NA,NA,"Present",NA,"foraging",NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:206026",6,6,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Canidae",NA,"Canis vulpes Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",570,570,570,570,570,570,570,570,2247143582,"Halichoerus grypus (Fabricius, 1791)",55.366486,12.807434,"gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:39:40.950+0000","2019-05-30T02:17:40.991+0000",189,"none","HUMAN_OBSERVATION",6,2434806,1,44,359,732,5310,2434805,2434806,2434806,"Halichoerus grypus (Fabricius, 1791)","Animalia","Chordata","Carnivora","Phocidae","Halichoerus","Halichoerus grypus","Halichoerus","grypus","SPECIES","ACCEPTED",NA,NA,2019,1,6,"2019-01-06T09:22:00","2019-05-30T02:21:46.344+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75596846",NA,NA,NA,"Måkläppen","Skåne","Artportalen",2247143582,"urn:lsid:artportalen.se:Sighting:75596846","Klas Rådberg","118636748","gråsäl","ArtDatabanken",NA,"Halichoerus grypus (Fabricius, 1791)","2019-02-03T17:43:02.000+0000",NA,10,NA,"Klas Rådberg",NA,NA,"urn:lsid:dyntaxa.se:Taxon:100068",NA,NA,"09:22:00 - 09:22:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Vellinge",NA,NA,NA,"Present",NA,NA,NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:100068",6,6,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Phocidae",NA,"Phoca grypus O.Fabricius, 1791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",571,571,571,571,571,571,571,571,2247272261,"Alces alces (Linnaeus, 1758)",58.973049,16.574815,"gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:40:16.899+0000","2019-05-30T02:19:12.283+0000",189,"none","HUMAN_OBSERVATION",1,2440940,1,44,359,731,5298,7816758,2440940,2440940,"Alces alces (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Alces","Alces alces","Alces","alces","SPECIES","ACCEPTED",NA,NA,2019,1,17,"2019-01-17T17:30:00","2019-05-30T02:23:52.034+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75749970",NA,NA,NA,"Pärontorp","Södermanland","Artportalen",2247272261,"urn:lsid:artportalen.se:Sighting:75749970","Per Flodin","118944088","älg","ArtDatabanken","Stod still på vägen vid avtaget mot Ekskogen. 6 taggar.","Alces alces (Linnaeus, 1758)","2019-01-18T10:50:59.000+0000",NA,50,NA,"Per Flodin",NA,NA,"urn:lsid:dyntaxa.se:Taxon:206046",NA,NA,"17:30:00 - 17:30:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Flen",NA,"MALE",NA,"Present",NA,NA,NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:206046",17,17,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Cervidae;Capreolinae","ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",572,572,572,572,572,572,572,572,2247279401,"Lutra lutra (Linnaeus, 1758)",59.042401,17.33073,"cdround,gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:40:18.456+0000","2019-05-30T02:19:18.051+0000",189,"none","HUMAN_OBSERVATION",1,2433753,1,44,359,732,5307,8226627,2433753,2433753,"Lutra lutra (Linnaeus, 1758)","Animalia","Chordata","Carnivora","Mustelidae","Lutra","Lutra lutra","Lutra","lutra","SPECIES","ACCEPTED",NA,NA,2019,1,18,"2019-01-18T00:00:00","2019-05-30T02:23:55.108+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75758567",NA,NA,NA,"Sigtunaån","Södermanland","Artportalen",2247279401,"urn:lsid:artportalen.se:Sighting:75758567","Stefan Clason","118951412","utter","ArtDatabanken","Låg på isen i strandkanten, drygt 100 meter norr reningsverket, i några minuter innan den dök i vattnet och försvann, kanske in i någon hålighet.","Lutra lutra (Linnaeus, 1758)","2019-01-18T20:27:15.000+0000",NA,100,NA,"Stefan Clason",NA,NA,"urn:lsid:dyntaxa.se:Taxon:100077",NA,NA,"00:00:00 - 00:00:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Södertälje",NA,NA,NA,"Present",NA,"dormant",NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:100077",18,18,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Mustelidae",NA,"Mustela lutra Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",573,573,573,573,573,573,573,573,2247330852,"Sciurus vulgaris Linnaeus, 1758",59.608201,16.548046,"cdround,gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:40:33.734+0000","2019-05-30T02:20:00.302+0000",189,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",NA,NA,2019,1,24,"2019-01-24T08:45:00","2019-05-30T02:24:20.279+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75818569",NA,NA,NA,"Vasaparken","Västmanland","Artportalen",2247330852,"urn:lsid:artportalen.se:Sighting:75818569","David Söderblom-Tay","119006115","ekorre","ArtDatabanken",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-24T09:03:49.000+0000",NA,25,NA,"David Söderblom-Tay",NA,NA,"urn:lsid:dyntaxa.se:Taxon:102606",NA,NA,"08:45:00 - 08:45:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Västerås",NA,NA,NA,"Present",NA,NA,NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:102606",24,24,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Euarchontoglires;Rodentia;Sciuromorpha;Sciuridae;Sciurinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",574,574,574,574,574,574,574,574,2247349529,"Lepus europaeus Pallas, 1778",59.292841,18.100191,"cdround,gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:40:39.803+0000","2019-05-30T02:20:11.471+0000",189,"none","HUMAN_OBSERVATION",1,7952072,1,44,359,785,9379,2436691,7952072,7952072,"Lepus europaeus Pallas, 1778","Animalia","Chordata","Lagomorpha","Leporidae","Lepus","Lepus europaeus","Lepus","europaeus","SPECIES","ACCEPTED",NA,NA,2019,1,25,"2019-01-25T15:00:00","2019-05-30T02:24:31.500+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75840120",NA,NA,NA,"Boråsvägen","Södermanland","Artportalen",2247349529,"urn:lsid:artportalen.se:Sighting:75840120","Maria Alsterlund","119026343","fälthare","ArtDatabanken","Läg. Troligen samma individ sågs 14:30 Alingsåsvägen... eller 2 individer? Ej sett 2 tillsammans i vinter.","Lepus europaeus Pallas, 1778","2019-01-26T11:52:40.000+0000",NA,100,NA,"Maria Alsterlund",NA,NA,"urn:lsid:dyntaxa.se:Taxon:206003",NA,NA,"15:00:00 - 15:00:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Stockholm",NA,NA,NA,"Present",NA,"foraging",NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:206003",25,25,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Euarchontoglires;Lagomorpha;Leporidae;Lepus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",575,575,575,575,575,575,575,575,2247249200,"Capreolus capreolus (Linnaeus, 1758)",60.635026,16.779236,"gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:40:12.388+0000","2019-05-30T02:18:56.064+0000",189,"none","HUMAN_OBSERVATION",3,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",NA,NA,2019,1,16,"2019-01-16T08:05:00","2019-05-30T02:23:35.642+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75727295",NA,NA,NA,"Fiskängstjärn, Sandviken","Gästrikland","Artportalen",2247249200,"urn:lsid:artportalen.se:Sighting:75727295","Sören Rene Johansson","118925474","rådjur","ArtDatabanken",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-16T16:08:46.000+0000",NA,500,NA,"Sören Rene Johansson",NA,NA,"urn:lsid:dyntaxa.se:Taxon:206045",NA,NA,"08:05:00 - 09:15:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Sandviken",NA,NA,NA,"Present",NA,NA,NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:206045",16,16,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Cervidae;Capreolinae",NA,"Cervus capreolus Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",576,576,576,576,576,576,576,576,2247250386,"Lepus europaeus Pallas, 1778",59.466523,17.918012,"gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:40:10.478+0000","2019-05-30T02:18:56.907+0000",189,"none","HUMAN_OBSERVATION",1,7952072,1,44,359,785,9379,2436691,7952072,7952072,"Lepus europaeus Pallas, 1778","Animalia","Chordata","Lagomorpha","Leporidae","Lepus","Lepus europaeus","Lepus","europaeus","SPECIES","ACCEPTED",NA,NA,2019,1,15,"2019-01-15T00:00:00","2019-05-30T02:23:36.674+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75723862",NA,NA,NA,"Sollentuna kyrka","Uppland","Artportalen",2247250386,"urn:lsid:artportalen.se:Sighting:75723862","Göran Frisk, Kristina Nygren Frisk","118915420","fälthare","ArtDatabanken",NA,"Lepus europaeus Pallas, 1778","2019-01-15T21:31:18.000+0000",NA,25,NA,"Göran Frisk",NA,NA,"urn:lsid:dyntaxa.se:Taxon:206003",NA,NA,"00:00:00 - 00:00:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Sollentuna",NA,NA,NA,"Present",NA,NA,NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:206003",15,15,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Euarchontoglires;Lagomorpha;Leporidae;Lepus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",577,577,577,577,577,577,577,577,2247251402,"Pusa hispida (Schreber, 1775)",63.805258,20.781186,"gass84","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","none","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2019-07-05T14:40:12.664+0000","2019-05-30T02:18:57.653+0000",189,"none","HUMAN_OBSERVATION",1,5219369,1,44,359,732,5310,2434764,5219369,5219369,"Pusa hispida (Schreber, 1775)","Animalia","Chordata","Carnivora","Phocidae","Pusa","Pusa hispida","Pusa","hispida","SPECIES","ACCEPTED",NA,NA,2019,1,16,"2019-01-16T11:30:00","2019-05-30T02:23:37.676+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Mammalia","SE","Sweden","urn:lsid:artportalen.se:Sighting:75727321",NA,NA,NA,"V Kvarkens is (Skepparkallen - Sköthällan)","Västerbotten","Artportalen",2247251402,"urn:lsid:artportalen.se:Sighting:75727321","Per Hansson","118925497","vikare","ArtDatabanken","En ensam säl, sannolikt vikare, ligger på den nybildade isen i höjd med Bergudden/Skepparkallen. Arktisk känsla!","Pusa hispida (Schreber, 1775)","2019-01-16T12:30:24.000+0000",NA,5543,NA,"Per Hansson",NA,NA,"urn:lsid:dyntaxa.se:Taxon:100104",NA,NA,"11:30:00 - 11:30:00",NA,"More information can be obtained from the Data Provider.",NA,NA,NA,"Umeå",NA,NA,NA,"Present",NA,"dormant",NA,NA,"EUROPE",NA,"Unvalidated","Swedish","Occurrence",NA,"urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","urn:lsid:dyntaxa.se:Taxon:100104",16,16,"Biota;Animalia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Osteichthyes;Sarcopterygii;Tetrapoda;Amniota;Synapsida;Mammalia;Placentalia;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Phocidae","ADULT","Phoca hispida Schreber, 1775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
