"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","coordinatePrecision","stateProvince","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country","identifier","eventID","associatedReferences","datasetName","locality","county","collectionCode","gbifID","occurrenceID","recordedBy","catalogNumber","vernacularName","institutionCode","occurrenceRemarks","name","modified","dateIdentified","coordinateUncertaintyInMeters","references","rightsHolder","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","informationWithheld","infraspecificEpithet","elevation","elevationAccuracy","municipality","fieldNotes","sex","dynamicProperties","occurrenceStatus","locationID","behavior","locationAccordingTo","identifiedBy","continent","nomenclaturalCode","identificationVerificationStatus","language","type","samplingProtocol","datasetID","accessRights","taxonConceptID","endDayOfYear","startDayOfYear","higherClassification","lifeStage","originalNameUsage","habitat","footprintWKT","http...unknown.org.recordedByOrcid","institutionID","ownerInstitutionCode","depth","depthAccuracy","waterBody","nameAccordingTo","georeferenceSources","higherGeography","eventRemarks","reproductiveCondition","organismQuantity","georeferenceRemarks","organismQuantityType","acceptedNameUsageID","X.1f2c0cbe.40df.43f6.ba07.e76133e78c31.","preparations","georeferencedDate","georeferencedBy","georeferenceProtocol","georeferenceVerificationStatus","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","locationRemarks","establishmentMeans","dataGeneralizations","identificationRemarks","recordNumber","taxonRemarks","collectionID","disposition","bibliographicCitation"
"146",146,146,146,146,146,146,146,146,2027810264,"Sciurus vulgaris Linnaeus, 1758",60.18577,11.263003,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:28.455+0000","2019-03-25T09:30:41.074+0000",250,"none","HUMAN_OBSERVATION",2,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Akershus",2019,1,24,"2019-01-24T00:00:00","2019-03-30T17:05:30.850+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1353572",NA,NA,NA,"Nordkisa","Akershus","fugl",2027810264,"miljolare:fugl:1353572","Wenche Knudsen","1353572",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-30T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ullensaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,147,147,147,147,147,147,147,2027814029,"Sciurus vulgaris Linnaeus, 1758",61.893905,8.253077,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:22.703+0000","2019-03-25T09:30:51.217+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Oppland",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:10:07.368+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1310693",NA,NA,NA,"Skamsar","Oppland","fugl",2027814029,"miljolare:fugl:1310693","Hans Kristen Skamsar","1310693",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-28T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Skjåk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,148,148,148,148,148,148,148,2027816680,"Sciurus vulgaris Linnaeus, 1758",59.951342,10.696964,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:27.988+0000","2019-03-25T09:30:58.181+0000",250,"none","HUMAN_OBSERVATION",4,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Oslo",2019,1,24,"2019-01-24T00:00:00","2019-03-30T17:05:16.318+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1357382",NA,NA,NA,"Slemdal","Oslo","fugl",2027816680,"miljolare:fugl:1357382","Tonje Waaktaar Gamst","1357382",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-30T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Oslo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,149,149,149,149,149,149,149,2027816819,"Sciurus vulgaris Linnaeus, 1758",59.386513,11.43179,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:28.564+0000","2019-03-25T09:30:58.789+0000",250,"none","HUMAN_OBSERVATION",6,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Østfold",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:05:15.609+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1357710",NA,NA,NA,"Skaarer gård","Østfold","fugl",2027816819,"miljolare:fugl:1357710","Nils Skaarer","1357710",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-30T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Rakkestad","Har Bø.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,150,150,150,150,150,150,150,2027826360,"Sciurus vulgaris Linnaeus, 1758",60.817615,11.320034,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:35.210+0000","2019-03-25T09:31:16.432+0000",250,"none","HUMAN_OBSERVATION",2,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Hedmark",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:07:57.501+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1358170",NA,NA,NA,"Kongsvegen 1170","Hedmark","fugl",2027826360,"miljolare:fugl:1358170","Åge Rune Engebretsen","1358170",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-30T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Løten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,151,151,151,151,151,151,151,2027826470,"Sciurus vulgaris Linnaeus, 1758",64.506125,11.949672,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:37.431+0000","2019-03-25T09:31:16.633+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Nord-Trøndelag",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:06:53.586+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1372308",NA,NA,NA,"Krabbstumarka","Nord-Trøndelag","fugl",2027826470,"miljolare:fugl:1372308","Rose Mari Olsen","1372308",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-02-04T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Overhalla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,152,152,152,152,152,152,152,2027830218,"Sciurus vulgaris Linnaeus, 1758",63.1113,11.290211,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:34.765+0000","2019-03-25T09:31:22.155+0000",250,"none","HUMAN_OBSERVATION",2,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Sør-Trøndelag",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:06:52.087+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1355676",NA,NA,NA,"flora i selbu","Sør-Trøndelag","fugl",2027830218,"miljolare:fugl:1355676","Gunvor Jensås","1355676",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-30T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Selbu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,153,153,153,153,153,153,153,2027832299,"Sciurus vulgaris Linnaeus, 1758",60.590218,12.107458,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:32.799+0000","2019-03-25T09:31:25.821+0000",250,"none","HUMAN_OBSERVATION",3,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Hedmark",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:08:20.140+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1312046",NA,NA,NA,"Bebygd område","Hedmark","fugl",2027832299,"miljolare:fugl:1312046","Trond Nybakk","1312046",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-28T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Åsnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,154,154,154,154,154,154,154,2027839676,"Capreolus capreolus (Linnaeus, 1758)",59.654166,10.588971,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:35.212+0000","2019-03-25T09:31:46.053+0000",250,"none","HUMAN_OBSERVATION",3,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Buskerud",2019,1,23,"2019-01-23T00:00:00","2019-03-30T17:07:58.048+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1359017",NA,NA,NA,"Grønsand","Buskerud","fugl",2027839676,"miljolare:fugl:1359017","Knut Gulliksen","1359017",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-31T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Hurum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,155,155,155,155,155,155,155,2027845650,"Sciurus vulgaris Linnaeus, 1758",59.917776,10.580839,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:36.077+0000","2019-03-25T09:32:07.890+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Akershus",2019,1,23,"2019-01-23T00:00:00","2019-03-30T17:10:34.472+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1362259",NA,NA,NA,"Volten 15","Akershus","fugl",2027845650,"miljolare:fugl:1362259","Carl-Arne Olssøn","1362259",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-02-01T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Bærum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,156,156,156,156,156,156,156,2027851661,"Sciurus vulgaris Linnaeus, 1758",60.981331,9.270005,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:35.578+0000","2019-03-25T09:32:20.903+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Oppland",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:04:23.665+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1359976",NA,NA,NA,"Fejordet","Oppland","fugl",2027851661,"miljolare:fugl:1359976","Kenneth Nilsen","1359976",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-31T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Nord-Aurdal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,157,157,157,157,157,157,157,2027864015,"Sciurus vulgaris Linnaeus, 1758",62.588474,6.440808,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:45.061+0000","2019-03-25T09:32:44.046+0000",250,"none","HUMAN_OBSERVATION",2,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Møre og Romsdal",2019,1,29,"2019-01-29T00:00:00","2019-03-30T17:04:26.400+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1363647",NA,NA,NA,"Bebygd område i byggefelt","Møre og Romsdal","fugl",2027864015,"miljolare:fugl:1363647","Øyvind Haugen","1363647",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-02-01T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Haram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,158,158,158,158,158,158,158,2027864212,"Felis catus Linnaeus, 1758",62.424457,6.398226,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:45.472+0000","2019-03-25T09:32:44.338+0000",250,"none","HUMAN_OBSERVATION",1,2435035,1,44,359,732,9703,2435022,2435035,2435035,"Felis catus Linnaeus, 1758","Animalia","Chordata","Carnivora","Felidae","Felis","Felis catus","Felis","catus","SPECIES","ACCEPTED",0,"Møre og Romsdal",2019,1,25,"2019-01-25T00:00:00","2019-03-30T17:05:21.945+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1363695",NA,NA,NA,"Flisnes","Møre og Romsdal","fugl",2027864212,"miljolare:fugl:1363695","Oddveig Rørstad","1363695",NA,"miljolare",NA,"Felis catus Linnaeus, 1758","2019-02-01T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ålesund",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,159,159,159,159,159,159,159,2027870566,"Vulpes vulpes (Linnaeus, 1758)",62.563491,10.321354,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:27.696+0000","2019-03-25T09:32:53.957+0000",250,"none","HUMAN_OBSERVATION",1,5219243,1,44,359,732,9701,5219234,5219243,5219243,"Vulpes vulpes (Linnaeus, 1758)","Animalia","Chordata","Carnivora","Canidae","Vulpes","Vulpes vulpes","Vulpes","vulpes","SPECIES","ACCEPTED",0,"Hedmark",2019,1,28,"2019-01-28T00:00:00","2019-03-30T17:06:19.366+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1344799",NA,NA,NA,"Nymoen, Kvikne. 560 m o. havet","Hedmark","fugl",2027870566,"miljolare:fugl:1344799","Iver Nymoen","1344799",NA,"miljolare",NA,"Vulpes vulpes (Linnaeus, 1758)","2019-01-29T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tynset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,160,160,160,160,160,160,160,2027874590,"Capreolus capreolus (Linnaeus, 1758)",63.033167,8.012442,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:26.937+0000","2019-03-25T09:33:00.259+0000",250,"none","HUMAN_OBSERVATION",1,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Møre og Romsdal",2019,1,28,"2019-01-28T00:00:00","2019-03-30T17:08:28.037+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1345434",NA,NA,NA,"Ulset","Møre og Romsdal","fugl",2027874590,"miljolare:fugl:1345434","Petra Ulset Andresen","1345434",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-29T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tingvoll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,161,161,161,161,161,161,161,2027875966,"Sciurus vulgaris Linnaeus, 1758",62.37648,6.596149,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:45.480+0000","2019-03-25T09:33:02.214+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Møre og Romsdal",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:05:48.810+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1364311",NA,NA,NA,"Reset 9","Møre og Romsdal","fugl",2027875966,"miljolare:fugl:1364311","Overvoll","1364311",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-02-02T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Sykkylven",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
