"scientificName","decimalLatitude","decimalLongitude","genericName"
"Lynx rufus (Schreber, 1777)",45.556925,-64.908867,"Lynx"
"Sciurus carolinensis Gmelin, 1788",30.083963,-95.695015,"Sciurus"
"Macropus parryi Bennett, 1834",-27.724804,153.329306,"Macropus"
"Nasua narica (Linnaeus, 1766)",19.624059,-101.097598,"Nasua"
"Lontra canadensis (Schreber, 1777)",45.795794,-122.763419,"Lontra"
"Dasypus novemcinctus Linnaeus, 1758",28.631063,-82.583237,"Dasypus"
"Sciurus carolinensis Gmelin, 1788",38.994622,-75.364323,"Sciurus"
"Ovis canadensis Shaw, 1804",33.82666,-116.144484,"Ovis"
"Sylvilagus audubonii (Baird, 1858)",32.927427,-117.080784,"Sylvilagus"
"Mammalia",-33.4,151.5,"Mammalia"
"Wallabia bicolor (Desmarest, 1804)",-38.502253,145.153867,"Wallabia"
"Canis latrans Say, 1823",39.957775,-105.156273,"Canis"
"Odocoileus hemionus columbianus (Richardson, 1829)",48.418415,-123.300526,"Odocoileus"
"Tamiasciurus hudsonicus (Erxleben, 1777)",44.483107,-77.295873,"Tamiasciurus"
"Castor canadensis Kuhl, 1820",32.711208,-95.183602,"Castor"
"Canis latrans Say, 1823",32.281674,-111.02399,"Canis"
"Mirounga angustirostris (Gill, 1866)",37.162198,-122.362568,"Mirounga"
"Procyon lotor (Linnaeus, 1758)",33.055563,-100.515975,"Procyon"
"Ursus americanus Pallas, 1780",25.290892,-100.898753,"Ursus"
"Tursiops truncatus (Montagu, 1821)",29.134077,-83.031254,"Tursiops"
"Hippopotamus amphibius Linnaeus, 1758",11.540259,1.559744,"Hippopotamus"
"Damaliscus lunatus (Burchell, 1823)",-23.582717,31.554156,"Damaliscus"
"Panthera leo leo",11.219175,1.546934,"Panthera"
"Tamiasciurus hudsonicus (Erxleben, 1777)",57.045092,-135.31472,"Tamiasciurus"
"Odocoileus virginianus (Zimmermann, 1780)",44.327945,-80.938818,"Odocoileus"
"Dasypus novemcinctus Linnaeus, 1758",33.410592,-97.589393,"Dasypus"
"Connochaetes taurinus taurinus",-28.3153,32.4323,"Connochaetes"
"Sciurus carolinensis Gmelin, 1788",42.355483,-71.066667,"Sciurus"
"Trichechus manatus latirostris (Harlan, 1824)",28.988505,-81.313698,"Trichechus"
"Canis latrans Say, 1823",49.168405,-123.195608,"Canis"
"Otospermophilus variegatus (Erxleben, 1777)",30.500952,-98.822794,"Otospermophilus"
"Phoca vitulina Linnaeus, 1758",36.620729,-121.905885,"Phoca"
"Ondatra zibethicus (Linnaeus, 1766)",44.922473,-93.359859,"Ondatra"
"Sciurus carolinensis Gmelin, 1788",29.99982,-90.169392,"Sciurus"
"Miniopterus schreibersii (Kuhl, 1817)",38.239153,-3.940206,"Miniopterus"
"Didelphis virginiana Kerr, 1792",42.611202,-71.574515,"Didelphis"
"Cercopithecus mitis kolbi Neumann, 1902",-1.262168,36.824469,"Cercopithecus"
"Didelphis virginiana Kerr, 1792",41.265034,-81.48212,"Didelphis"
"Aepyceros melampus melampus",-27.563716,31.261382,"Aepyceros"
"Cerdocyon thous (Linnaeus, 1766)",3.455164,-72.221375,"Cerdocyon"
"Sciurus carolinensis Gmelin, 1788",42.972452,-81.28977,"Sciurus"
"Odocoileus virginianus (Zimmermann, 1780)",28.787053,-82.338731,"Odocoileus"
"Alces alces (Linnaeus, 1758)",70.426164,28.512399,"Alces"
"Cervus elaphus Linnaeus, 1758",59.514322,9.339703,"Cervus"
"Sciurus vulgaris Linnaeus, 1758",59.777355,10.408765,"Sciurus"
"Alces alces (Linnaeus, 1758)",69.522578,20.213861,"Alces"
"Sorex araneus Linnaeus, 1758",61.607635,9.708901,"Sorex"
"Sciurus vulgaris Linnaeus, 1758",60.776926,11.351577,"Sciurus"
"Myodes glareolus (Schreber, 1780)",61.163365,5.920158,"Myodes"
"Capreolus capreolus (Linnaeus, 1758)",59.897893,10.592431,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",59.991955,10.920876,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.681116,10.661108,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",63.182737,8.735754,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.580788,9.895896,"Sciurus"
"Cervus elaphus Linnaeus, 1758",62.438228,6.406407,"Cervus"
"Sciurus vulgaris Linnaeus, 1758",59.970678,10.928845,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",63.404356,10.795112,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.944354,10.925089,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.797138,9.541235,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.880991,11.238506,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.46718,11.647136,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.06514,6.53137,"Sciurus"
"Felis catus Linnaeus, 1758",64.52856,11.312893,"Felis"
"Capreolus capreolus (Linnaeus, 1758)",59.938887,10.665141,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",69.333996,18.892851,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.224515,11.020495,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.668964,9.669869,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.928797,11.005974,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.751086,10.455044,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",63.353206,10.250666,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.801596,10.855231,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",69.936471,23.24894,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",59.662798,10.643218,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.484308,9.375351,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",66.094683,13.814271,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.674113,10.810338,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",58.109454,6.932161,"Sciurus"
"Vulpes vulpes (Linnaeus, 1758)",66.164135,13.974121,"Vulpes"
"Capreolus capreolus (Linnaeus, 1758)",60.882802,11.205576,"Capreolus"
"Alces alces (Linnaeus, 1758)",66.164135,13.974121,"Alces"
"Sciurus vulgaris Linnaeus, 1758",60.413641,11.474799,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.032922,10.013015,"Sciurus"
"Alces alces (Linnaeus, 1758)",61.085637,10.472197,"Alces"
"Sciurus vulgaris Linnaeus, 1758",60.846061,10.961013,"Sciurus"
"Felis catus Linnaeus, 1758",59.494723,6.254657,"Felis"
"Sciurus vulgaris Linnaeus, 1758",59.400362,10.656917,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",64.22723,12.349445,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.101259,10.715128,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.726069,9.547877,"Sciurus"
"Alces alces (Linnaeus, 1758)",60.879875,10.946826,"Alces"
"Sciurus vulgaris Linnaeus, 1758",60.684877,11.3885,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",60.910433,11.614972,"Capreolus"
"Felis catus Linnaeus, 1758",65.281541,12.163655,"Felis"
"Capreolus capreolus (Linnaeus, 1758)",58.107033,7.949592,"Capreolus"
"Felis catus Linnaeus, 1758",59.422621,10.683365,"Felis"
"Gulo gulo (Linnaeus, 1758)",64.042795,13.894799,"Gulo"
"Sciurus vulgaris Linnaeus, 1758",63.255652,10.438176,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.6608,10.47128,"Sciurus"
"Ammospermophilus nelsoni (Merriam, 1893)",35.115882,-119.387469,"Ammospermophilus"
"Capreolus capreolus (Linnaeus, 1758)",59.945743,11.031132,"Capreolus"
"Vulpes vulpes (Linnaeus, 1758)",63.249545,10.438666,"Vulpes"
"Cervus elaphus Linnaeus, 1758",63.634007,8.860398,"Cervus"
"Sciurus vulgaris Linnaeus, 1758",63.777955,11.49416,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.983791,11.144922,"Sciurus"
"Phoca vitulina Linnaeus, 1758",60.653416,4.7882,"Phoca"
"Neovison vison (Schreber, 1777)",59.130129,11.700898,"Neovison"
"Rattus norvegicus (Berkenhout, 1769)",50.79303,4.98802,"Rattus"
"Oryctolagus cuniculus (Linnaeus, 1758)",51.06428,3.67813,"Oryctolagus"
"Oryctolagus cuniculus (Linnaeus, 1758)",51.16724,3.57278,"Oryctolagus"
"Oryctolagus cuniculus (Linnaeus, 1758)",51.12124,3.38428,"Oryctolagus"
"Oryctolagus cuniculus (Linnaeus, 1758)",50.77834,5.43294,"Oryctolagus"
"Oryctolagus cuniculus (Linnaeus, 1758)",50.88031,4.30999,"Oryctolagus"
"Macropus rufogriseus (Desmarest, 1817)",-41.660601,145.952682,"Macropus"
"Odobenus rosmarus (Linnaeus, 1758)",NA,NA,"Odobenus"
"Allochrocebus lhoesti (Sclater, 1899)",-1.001439,29.697269,"Allochrocebus"
"Alces alces (Linnaeus, 1758)",64.221067,12.313783,"Alces"
"Capreolus capreolus (Linnaeus, 1758)",63.777955,11.49416,"Capreolus"
"Didelphis virginiana Kerr, 1792",20.749693,-103.560562,"Didelphis"
"Sciurus carolinensis Gmelin, 1788",38.976354,-76.945497,"Sciurus"
"Sus scrofa Linnaeus, 1758",27.600905,-97.50348,"Sus"
"Oryctolagus cuniculus (Linnaeus, 1758)",-41.295533,174.689683,"Oryctolagus"
"Balaenoptera physalus (Linnaeus, 1758)",-62.384961,-58.835879,"Balaenoptera"
"Gomphotheriidae",29.31,-82.43,"Gomphotheriidae"
"Procyon lotor (Linnaeus, 1758)",39.829002,-74.990536,"Procyon"
"Atelerix albiventris (Wagner, 1841)",-1.360187,36.720004,"Atelerix"
"Sus scrofa Linnaeus, 1758",59.595783,13.597906,"Sus"
"Neovison vison (Schreber, 1777)",59.565067,16.866624,"Neovison"
"Lutra lutra (Linnaeus, 1758)",62.25438,16.248987,"Lutra"
"Lepus timidus Linnaeus, 1758",63.796255,20.451854,"Lepus"
"Castor fiber Linnaeus, 1758",59.216557,18.062857,"Castor"
"Sus scrofa Linnaeus, 1758",57.728918,12.140462,"Sus"
"Capreolus capreolus (Linnaeus, 1758)",48.829334,12.173403,"Capreolus"
"Dama dama (Linnaeus, 1758)",49.979488,8.509169,"Dama"
"Castor fiber Linnaeus, 1758",52.489365,10.561874,"Castor"
"Capreolus capreolus (Linnaeus, 1758)",51.410236,9.850788,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",53.225872,10.35809,"Capreolus"
"Castor fiber Linnaeus, 1758",50.482197,6.623297,"Castor"
"Lepus europaeus Pallas, 1778",49.116707,10.39768,"Lepus"
"Lepus europaeus Pallas, 1778",51.391758,12.368983,"Lepus"
"Vulpes vulpes (Linnaeus, 1758)",48.552639,8.932056,"Vulpes"
"Vulpes vulpes (Linnaeus, 1758)",53.952652,11.233864,"Vulpes"
"Vulpes vulpes (Linnaeus, 1758)",52.540134,10.869169,"Vulpes"
"Castor fiber Linnaeus, 1758",52.5289,10.3511,"Castor"
"Capreolus capreolus (Linnaeus, 1758)",52.002811,9.860173,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",53.899887,10.746485,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",50.137085,8.688469,"Sciurus"
"Sciurus Linnaeus, 1758",51.292728,12.641792,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",50.640015,7.177313,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",52.537945,10.151367,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",51.199383,6.755347,"Sciurus"
"Myocastor coypus (Molina, 1782)",51.875801,7.261147,"Myocastor"
"Capreolus capreolus (Linnaeus, 1758)",52.102303,9.774085,"Capreolus"
"Castor fiber Linnaeus, 1758",53.504341,14.116917,"Castor"
"Dama dama (Linnaeus, 1758)",48.873989,10.457094,"Dama"
"Tachyglossus aculeatus (Shaw, 1792)",-37.885372,145.32193,"Tachyglossus"
"Myocastor coypus (Molina, 1782)",45.320584,7.899193,"Myocastor"
"Sciurus granatensis Humboldt, 1811",6.805806,-74.213444,"Sciurus"
"Leopardus pardalis (Linnaeus, 1758)",6.803944,-74.212917,"Leopardus"
"Cuniculus paca (Linnaeus, 1766)",NA,NA,"Cuniculus"
"Sciurus granatensis Humboldt, 1811",NA,NA,"Sciurus"
"Dasyprocta punctata Gray, 1842",NA,NA,"Dasyprocta"
"Dasyprocta punctata Gray, 1842",NA,NA,"Dasyprocta"
"Dasyprocta punctata Gray, 1842",NA,NA,"Dasyprocta"
"Trichosurus vulpecula (Kerr, 1792)",-31.455912,152.821427,"Trichosurus"
"Macropus rufogriseus (Desmarest, 1817)",-32.389042,150.888748,"Macropus"
"Petaurus norfolcensis (Kerr, 1792)",-33.211,151.485,"Petaurus"
"Trichosurus vulpecula (Kerr, 1792)",-32.42371,150.87294,"Trichosurus"
"Nyctophilus Leach, 1821",-32.947691,151.590914,"Nyctophilus"
"Vespadelus Troughton, 1943",-29.180996,152.456547,"Vespadelus"
"Wallabia bicolor (Desmarest, 1804)",-28.971037,153.438757,"Wallabia"
"Antechinus stuartii MacLeay, 1841",-30.560305,152.201268,"Antechinus"
"Vulpes vulpes (Linnaeus, 1758)",-35.730713,148.497551,"Vulpes"
"Petaurus australis Shaw & Nodder, 1791",-37.355763,149.716745,"Petaurus"
"Petauroides volans (Kerr, 1792)",-35.602572,149.516987,"Petauroides"
"Vespadelus darlingtoni (G.M.Allen, 1933)",-34.831357,150.539048,"Vespadelus"
"Vulpes vulpes (Linnaeus, 1758)",-32.387169,150.888535,"Vulpes"
"Talpa europaea Linnaeus, 1758",53.7608,-1.4481,"Talpa"
"Vulpes vulpes (Linnaeus, 1758)",53.0155,-2.2255,"Vulpes"
"Sciurus carolinensis Gmelin, 1788",54.297,-0.6475,"Sciurus"
"Mustela putorius Linnaeus, 1758",52.2294,-3.422,"Mustela"
"Vulpes vulpes (Linnaeus, 1758)",52.02164,0.45383,"Vulpes"
"Muntiacus reevesi (Ogilby, 1839)",52.03054,0.47531,"Muntiacus"
"Oryctolagus cuniculus (Linnaeus, 1758)",57.2898,-4.3746,"Oryctolagus"
"Sciurus carolinensis Gmelin, 1788",53.2554,-3.0331,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",53.1156,-1.316,"Capreolus"
"Dama dama (Linnaeus, 1758)",52.00882,0.46479,"Dama"
"Talpa europaea Linnaeus, 1758",55.934,-2.98507,"Talpa"
"Oryctolagus cuniculus (Linnaeus, 1758)",53.36897,-1.81548,"Oryctolagus"
"Sciurus carolinensis Gmelin, 1788",51.364,1.2588,"Sciurus"
"Erinaceus europaeus Linnaeus, 1758",49.49,6.1,"Erinaceus"
"Vulpes vulpes (Linnaeus, 1758)",-33.416198,150.26037,"Vulpes"
"Equus caballus Linnaeus, 1758",-33.388695,150.264619,"Equus"
"Vombatus ursinus (Shaw, 1800)",-33.414249,150.223815,"Vombatus"
"Antechinus MacLeay, 1841",-36.582716,149.385459,"Antechinus"
"Vulpes vulpes (Linnaeus, 1758)",-33.693135,150.875247,"Vulpes"
"Chalinolobus gouldii (Gray, 1841)",-33.693135,150.875247,"Chalinolobus"
"Odocoileus virginianus (Zimmermann, 1780)",43.26785,-79.918199,"Odocoileus"
"Lutra lutra (Linnaeus, 1758)",56.028278,14.14648,"Lutra"
"Capreolus capreolus (Linnaeus, 1758)",66.609062,19.809604,"Capreolus"
"Mustela erminea Linnaeus, 1758",63.762832,19.86679,"Mustela"
"Dama dama (Linnaeus, 1758)",59.02584,17.639633,"Dama"
"Capreolus capreolus (Linnaeus, 1758)",56.593854,12.933575,"Capreolus"
"Dama dama (Linnaeus, 1758)",56.250627,16.422335,"Dama"
"Sciurus vulgaris Linnaeus, 1758",60.145838,16.321347,"Sciurus"
"Dama dama (Linnaeus, 1758)",56.704316,12.906832,"Dama"
"Sus scrofa Linnaeus, 1758",55.674491,13.51192,"Sus"
"Capreolus capreolus (Linnaeus, 1758)",56.710775,12.901029,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",56.136199,12.663245,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",56.169167,12.762311,"Capreolus"
"Vulpes vulpes (Linnaeus, 1758)",59.541433,16.66798,"Vulpes"
"Dama dama (Linnaeus, 1758)",58.325236,15.467381,"Dama"
"Capreolus capreolus (Linnaeus, 1758)",57.116843,13.685914,"Capreolus"
"Vulpes vulpes (Linnaeus, 1758)",59.896308,16.796807,"Vulpes"
"Sciurus vulgaris Linnaeus, 1758",55.687937,13.182534,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",55.921533,14.328874,"Capreolus"
"Vulpes vulpes (Linnaeus, 1758)",56.914999,14.502106,"Vulpes"
"Capreolus capreolus (Linnaeus, 1758)",58.316102,15.667939,"Capreolus"
"Mustela putorius Linnaeus, 1758",58.489393,11.448912,"Mustela"
"Vulpes vulpes (Linnaeus, 1758)",56.611778,14.191675,"Vulpes"
"Phoca vitulina Linnaeus, 1758",57.891082,11.662693,"Phoca"
"Lepus europaeus Pallas, 1778",56.41903,16.392826,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",57.971767,12.661206,"Capreolus"
"Lutra lutra (Linnaeus, 1758)",59.843356,18.731356,"Lutra"
"Dama dama (Linnaeus, 1758)",59.002138,17.172752,"Dama"
"Lutra lutra (Linnaeus, 1758)",59.037849,17.332365,"Lutra"
"Sus scrofa Linnaeus, 1758",55.785107,13.781468,"Sus"
"Sciurus vulgaris Linnaeus, 1758",57.732309,11.969198,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.292841,18.100191,"Sciurus"
"Vulpes vulpes (Linnaeus, 1758)",59.674728,6.414618,"Vulpes"
"Rattus norvegicus (Berkenhout, 1769)",60.364812,5.342092,"Rattus"
"Halichoerus grypus (Fabricius, 1791)",59.306526,4.858377,"Halichoerus"
"Phoca vitulina Linnaeus, 1758",58.128405,8.151519,"Phoca"
"Lepus timidus Linnaeus, 1758",59.671353,6.408465,"Lepus"
"Sciurus vulgaris Linnaeus, 1758",59.806221,10.684185,"Sciurus"
"Martes martes (Linnaeus, 1758)",59.651125,10.535127,"Martes"
"Alces alces (Linnaeus, 1758)",59.991775,10.779442,"Alces"
"Rattus norvegicus (Berkenhout, 1769)",59.786251,5.126407,"Rattus"
"Alces alces (Linnaeus, 1758)",68.148338,15.45352,"Alces"
"Alces alces (Linnaeus, 1758)",68.039536,15.381969,"Alces"
"Capreolus capreolus (Linnaeus, 1758)",58.939755,6.090838,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",62.985366,27.695864,"Sciurus"
"Felis catus Linnaeus, 1758",60.541844,25.994913,"Felis"
"Apodemus flavicollis (Melchior, 1834)",60.6943,21.747303,"Apodemus"
"Capreolus capreolus (Linnaeus, 1758)",60.612597,24.531564,"Capreolus"
"Mustela nivalis Linnaeus, 1766",60.813314,26.353911,"Mustela"
"Sciurus vulgaris Linnaeus, 1758",61.524406,21.825207,"Sciurus"
"Odocoileus virginianus (Zimmermann, 1780)",45.104843,-73.215507,"Odocoileus"
"Capreolus capreolus (Linnaeus, 1758)",51.9,4.9,"Capreolus"
"Sus scrofa Linnaeus, 1758",52.3,5.8,"Sus"
"Phoca vitulina Linnaeus, 1758",51.4,3.55,"Phoca"
"Capreolus capreolus (Linnaeus, 1758)",52.15,5.05,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.7,5.7,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.7,5.6,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.6,5.1,"Capreolus"
"Meles meles (Linnaeus, 1758)",51.8,5.95,"Meles"
"Rattus norvegicus (Berkenhout, 1769)",52.15,4.45,"Rattus"
"Lepus europaeus Pallas, 1778",52,6.25,"Lepus"
"Phoca vitulina Linnaeus, 1758",51.7,3.65,"Phoca"
"Lepus europaeus Pallas, 1778",52.45,6.05,"Lepus"
"Mustela putorius Linnaeus, 1758",51.7,5.65,"Mustela"
"Lepus europaeus Pallas, 1778",51.95,6.25,"Lepus"
"Sciurus vulgaris Linnaeus, 1758",52.05,4.3,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",52.05,4.3,"Sciurus"
"Lepus europaeus Pallas, 1778",52.05,4.9,"Lepus"
"Lepus europaeus Pallas, 1778",51.7,5.75,"Lepus"
"Phocoena phocoena (Linnaeus, 1758)",52.7,4.6,"Phocoena"
"Apodemus sylvaticus (Linnaeus, 1758)",51.85,4.5,"Apodemus"
"Capreolus capreolus (Linnaeus, 1758)",51.85,4.2,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",53.15,5.75,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",52.85,6,"Capreolus"
"Phoca vitulina Linnaeus, 1758",51.7,3.8,"Phoca"
"Capreolus capreolus (Linnaeus, 1758)",53.15,7,"Capreolus"
"Mustela putorius Linnaeus, 1758",52.05,4.7,"Mustela"
"Capreolus capreolus (Linnaeus, 1758)",51.75,4.2,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",52.9,6.8,"Capreolus"
"Halichoerus grypus (Fabricius, 1791)",52.45,4.5,"Halichoerus"
"Capreolus capreolus (Linnaeus, 1758)",53,6.8,"Capreolus"
"Lepus europaeus Pallas, 1778",52.45,4.6,"Lepus"
"Lepus europaeus Pallas, 1778",51.5,5.55,"Lepus"
"Plecotus auritus (Linnaeus, 1758)",51.7,5.55,"Plecotus"
"Capreolus capreolus (Linnaeus, 1758)",52.15,5.2,"Capreolus"
